pos1,pos2,pos3,pos4,pos5,pos6,shape1,shape2,shape3,shape4,shape5,shape6,singleton,target_color,target_orientation,cue_validity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,search_response.keys,search_response.corr,search_response.rt,key_block.keys,key_block.rt,end_key.keys,end_key.rt,participant,session,distractor_prevalence,validity,date,expName,psychopyVersion,frameRate,
3,4,2,1,0,5,4,0,6,5,3,5,1,1,0,1,0,59,59,59,left,1,0.7177303999997093,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
0,2,3,1,4,5,4,5,6,3,0,0,1,1,1,1,0,60,60,60,left,0,1.285184799999115,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
3,4,2,1,0,5,4,3,6,0,0,5,1,0,1,1,0,61,61,61,up,1,1.5215118999985862,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
1,5,0,3,4,2,4,3,5,5,0,0,1,0,0,1,0,62,62,62,left,1,1.8435404000010749,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
0,2,5,3,1,4,4,3,0,0,6,5,1,0,0,1,0,63,63,63,left,1,1.0684906999995292,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
4,2,5,1,3,0,4,6,3,0,6,5,1,0,0,1,0,64,64,64,left,1,1.4388809999982186,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
2,4,3,0,1,5,4,3,5,6,5,6,1,1,1,1,0,65,65,65,up,1,1.3677521999998135,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
0,2,5,4,1,3,4,5,5,0,6,0,0,1,0,1,0,66,66,66,left,1,1.6978883000010683,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
3,1,0,5,4,2,4,0,6,5,5,6,1,1,0,1,0,67,67,67,left,1,2.358596000001853,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
0,1,3,5,2,4,4,3,6,0,0,3,1,0,0,1,0,68,68,68,left,1,0.8820126999999047,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
4,5,1,0,2,3,4,0,3,6,3,0,1,1,0,1,0,69,69,69,left,1,1.627850299999409,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
2,1,4,0,5,3,4,3,0,6,6,5,1,1,0,1,0,70,70,70,left,1,2.2382502000000386,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
3,2,4,5,0,1,4,5,3,0,6,5,1,1,1,1,0,71,71,71,up,1,0.915153800000553,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
5,1,3,0,2,4,4,0,5,3,6,5,1,0,0,1,0,72,72,72,left,1,1.4216535999985354,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
0,2,4,5,3,1,4,0,3,5,0,5,1,1,0,1,0,73,73,73,left,1,1.2178529999982857,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
4,3,5,0,2,1,4,3,5,5,6,0,1,0,1,1,0,74,74,74,up,1,0.952230499999132,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
3,2,0,5,4,1,4,0,3,6,5,6,1,0,0,1,0,75,75,75,left,1,1.2299128999984532,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
1,0,2,3,5,4,4,5,0,6,0,5,1,1,1,1,0,76,76,76,up,1,1.7261692000029143,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
1,0,5,4,2,3,4,3,3,0,6,5,1,0,0,1,0,77,77,77,left,1,1.0681082000010065,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
5,1,4,3,0,2,4,3,3,6,0,0,1,1,1,1,0,78,78,78,up,1,1.6483113999966008,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
5,4,3,2,1,0,4,6,3,5,0,0,1,0,0,1,0,79,79,79,left,1,1.077706299998681,space,31.044405200002075,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
2,3,4,0,5,1,4,0,6,5,5,3,0,0,0,1,0,80,80,80,left,1,2.6615928999999596,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
1,5,3,0,2,4,4,0,3,6,0,5,1,1,0,1,0,81,81,81,left,1,0.841200700000627,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
2,1,5,4,3,0,4,0,6,5,5,6,1,1,0,1,0,82,82,82,left,1,0.6267351999995299,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
3,2,1,0,5,4,4,3,0,6,3,5,1,1,0,1,0,83,83,83,left,1,1.821721600001183,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
3,0,1,5,2,4,4,5,0,6,6,0,1,0,0,1,0,84,84,84,left,1,0.5810863000006066,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
5,2,1,0,4,3,4,0,3,6,6,0,1,0,0,1,0,85,85,85,left,1,1.799266500001977,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
0,1,5,3,4,2,4,5,0,0,6,6,1,1,0,1,0,86,86,86,left,1,1.1099140000005718,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
4,3,2,1,5,0,4,3,6,0,3,5,1,0,0,1,0,87,87,87,left,1,1.6832572999992408,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
3,0,1,5,4,2,4,5,3,0,0,3,0,0,0,1,0,88,88,88,left,1,0.6227833999982977,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
0,2,5,1,4,3,4,6,6,5,0,0,1,1,1,1,0,89,89,89,up,1,1.0867560000006051,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
4,0,1,5,3,2,4,0,0,6,5,3,0,1,0,1,0,90,90,90,left,1,0.9265011999996204,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
