pos1,pos2,pos3,pos4,pos5,pos6,shape1,shape2,shape3,shape4,shape5,shape6,singleton,target_color,target_orientation,cue_validity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,search_response.keys,search_response.corr,search_response.rt,key_block.keys,key_block.rt,end_key.keys,end_key.rt,participant,session,distractor_prevalence,validity,date,expName,psychopyVersion,frameRate,
5,0,3,1,4,2,4,0,5,5,6,3,1,0,0,1,0,40,40,40,left,1,1.4241068000001178,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
3,0,5,2,1,4,4,0,0,3,5,6,0,0,0,1,0,41,41,41,left,1,1.0011936999999307,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
3,0,4,1,2,5,4,0,5,3,0,3,1,1,0,1,0,42,42,42,left,1,0.7612575000002835,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,2,0,5,3,1,4,3,3,0,5,0,1,1,0,1,0,43,43,43,left,1,0.6452409000003172,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
3,1,2,4,5,0,4,0,5,0,3,5,1,1,1,1,0,44,44,44,up,1,0.49396840000008524,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
3,4,1,2,0,5,4,5,5,6,3,3,1,1,1,1,0,45,45,45,up,1,0.5188140000000203,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
1,5,4,3,2,0,4,3,6,5,5,3,1,1,0,1,0,46,46,46,left,1,0.9827392999995936,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
3,0,1,4,5,2,4,3,0,3,6,5,1,0,1,1,0,47,47,47,left,0,0.5270332999998573,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,0,3,1,5,2,4,3,5,5,0,6,1,0,0,1,0,48,48,48,up,0,0.7683535999995001,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
2,1,4,0,5,3,4,6,0,6,0,5,1,1,1,1,0,49,49,49,up,1,0.47798750000038126,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
2,3,0,5,4,1,4,5,5,6,3,0,1,1,0,1,0,50,50,50,left,1,0.741644599999745,left,0.055673099999694386,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
3,0,5,4,2,1,4,0,3,6,3,0,1,1,0,1,0,51,51,51,left,1,0.8421945000000051,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,1,5,2,3,4,4,5,0,3,3,0,1,1,0,1,0,52,52,52,left,1,0.7387687999998889,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,2,1,3,5,4,4,3,3,5,6,0,1,1,0,1,0,53,53,53,left,1,1.323526099999981,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,1,2,5,0,3,4,6,0,6,0,3,1,0,1,1,0,54,54,54,up,1,1.973698499999955,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,2,0,3,5,1,4,0,3,6,5,3,1,1,0,1,0,55,55,55,left,1,0.721338399999695,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
1,2,3,4,0,5,4,0,3,6,5,0,1,0,1,1,0,56,56,56,up,1,1.2036026000005222,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
3,1,2,5,0,4,4,6,6,0,0,5,0,1,1,1,0,57,57,57,up,1,1.8791073000002143,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,5,2,1,0,3,4,6,3,6,3,5,1,0,1,1,0,58,58,58,up,1,1.0158649000004516,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
5,3,1,4,0,2,4,5,6,3,6,3,1,1,0,1,0,59,59,59,left,1,1.400290099999438,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,3,4,5,1,2,4,5,6,0,3,3,1,1,1,1,0,60,60,60,up,1,0.6914230000002135,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,0,1,2,5,3,4,0,3,0,5,5,0,0,0,1,0,61,61,61,left,1,0.7354242999999769,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
5,0,1,4,3,2,4,5,0,0,3,6,1,1,1,1,0,62,62,62,up,1,0.7653515000001789,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
2,4,3,0,5,1,4,3,3,6,5,6,1,0,1,1,0,63,63,63,up,1,0.897831899999801,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,3,5,2,1,0,4,3,5,3,5,6,1,0,1,1,0,64,64,64,up,1,0.607102599999962,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,5,4,2,1,3,4,3,5,5,0,6,1,1,1,1,0,65,65,65,up,1,1.2749099000002388,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
3,1,4,2,5,0,4,3,3,5,0,0,1,1,1,1,0,66,66,66,up,1,0.8342524999998204,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
1,4,0,5,2,3,4,3,6,5,5,0,1,1,1,1,0,67,67,67,up,1,0.7834812999999485,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
1,4,0,5,2,3,4,3,0,6,5,3,1,0,0,1,0,68,68,68,left,1,1.1498144000006505,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
2,3,4,1,5,0,4,5,0,6,3,3,1,0,1,1,0,69,69,69,up,1,0.6915219999991677,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
1,2,5,0,3,4,4,0,3,6,5,0,1,1,1,1,0,70,70,70,up,1,1.1694690000003902,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,4,5,3,1,2,4,3,5,0,5,6,1,0,0,1,0,71,71,71,left,1,1.1174896000002263,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
1,2,5,0,3,4,4,6,6,3,5,3,0,0,1,1,0,72,72,72,up,1,0.9246747999995932,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
3,5,2,4,1,0,4,0,0,5,3,6,1,0,1,1,0,73,73,73,up,1,0.8193062999998801,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,5,1,2,3,4,4,0,3,5,6,3,1,0,1,1,0,74,74,74,up,1,0.5235177999993539,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,1,5,0,3,2,4,5,6,3,0,5,1,1,0,1,0,75,75,75,left,1,0.8164155999993454,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
2,1,4,5,0,3,4,5,6,3,0,3,1,1,1,1,0,76,76,76,up,1,1.1570026999997935,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
2,4,0,1,3,5,4,6,0,6,3,3,1,1,0,1,0,77,77,77,left,1,0.7586457999996128,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,1,3,0,5,2,4,5,6,3,0,3,1,0,0,1,0,78,78,78,left,1,1.3277602999996816,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,3,5,0,1,2,4,6,3,5,3,6,1,1,1,1,0,79,79,79,up,1,0.8521723000003476,space,1.9009507000000667,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
1,4,5,3,2,0,4,6,0,0,3,3,1,1,1,1,0,80,80,80,up,1,1.1074613000000681,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
2,0,5,4,3,1,4,5,6,6,0,0,1,0,0,1,0,81,81,81,left,1,0.7067896999997174,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,3,5,1,2,4,4,0,3,3,5,0,1,1,0,1,0,82,82,82,left,1,1.2143028999998933,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,5,0,2,3,1,4,3,0,0,6,5,1,0,1,1,0,83,83,83,up,1,0.8808448999998291,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,4,2,3,1,5,4,5,0,6,6,3,1,1,0,1,0,84,84,84,left,1,0.7826446999997643,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,3,5,4,2,1,4,5,6,0,5,3,1,0,0,1,0,85,85,85,left,1,1.604932600000211,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,3,2,4,1,5,4,3,5,0,6,5,1,0,1,1,0,86,86,86,up,1,3.1107750000001033,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
2,3,4,5,1,0,4,6,0,3,0,3,1,0,1,1,0,87,87,87,up,1,0.5634508000002825,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
2,5,1,3,0,4,4,0,3,5,0,3,1,0,0,1,0,88,88,88,left,1,0.7665753000001132,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,4,1,5,3,2,4,0,3,5,5,3,1,1,1,1,0,89,89,89,up,1,0.7925169999998616,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
2,4,1,5,0,3,4,3,6,0,3,5,1,0,0,1,0,90,90,90,left,1,0.5859799999998359,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
5,2,1,3,0,4,4,3,3,5,5,0,1,1,1,1,0,91,91,91,up,1,0.7464161999996577,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
1,3,4,2,5,0,4,5,3,0,0,6,1,0,0,1,0,92,92,92,left,1,1.008777199999713,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
3,5,2,4,0,1,4,5,3,6,0,5,1,1,1,1,0,93,93,93,up,1,0.5599932000004628,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
5,2,1,4,0,3,4,0,6,3,0,5,0,1,0,1,0,94,94,94,left,1,0.5101139000007606,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
3,2,1,0,5,4,4,5,3,6,5,3,1,0,1,1,0,95,95,95,left,0,0.6247540000003937,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,1,3,5,2,4,4,3,6,5,0,5,1,1,1,1,0,96,96,96,up,1,1.5295998999999938,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
5,2,1,0,4,3,4,3,3,5,6,0,1,0,1,1,0,97,97,97,up,1,1.7051068999999188,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
1,4,3,0,2,5,4,6,3,0,6,5,1,0,0,1,0,98,98,98,left,1,1.0737103000001298,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,0,2,3,5,1,4,3,3,0,5,6,1,1,0,1,0,99,99,99,left,1,1.5842396999996708,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
3,4,5,2,1,0,4,5,3,3,5,6,1,1,0,1,0,100,100,100,left,1,1.1593699000004563,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,5,3,2,0,1,4,6,0,6,5,0,0,0,1,1,0,101,101,101,up,1,1.645192500000121,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
3,2,4,0,5,1,4,0,5,6,0,6,0,0,1,1,0,102,102,102,up,1,2.185824400000456,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,2,1,3,4,5,4,6,0,5,0,5,1,1,0,1,0,103,103,103,left,1,1.2088597000001755,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
2,0,3,4,1,5,4,5,3,0,0,3,1,1,0,1,0,104,104,104,left,1,0.9959613999999419,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
3,2,0,4,5,1,4,5,3,5,3,6,1,1,0,1,0,105,105,105,left,1,1.89070829999946,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
2,4,3,1,5,0,4,3,0,5,0,3,1,0,1,1,0,106,106,106,up,1,0.8737842000000455,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
1,0,4,3,5,2,4,3,6,0,0,6,1,1,0,1,0,107,107,107,up,0,1.5064600999994582,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
1,0,2,5,4,3,4,0,0,6,5,3,1,1,0,1,0,108,108,108,left,1,1.1529020000007222,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
5,3,2,4,0,1,4,6,6,5,5,3,1,1,0,1,0,109,109,109,left,1,1.3219546000000264,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
2,5,3,0,4,1,4,6,3,5,0,6,1,1,0,1,0,110,110,110,left,1,0.6124213000002783,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
5,0,1,3,2,4,4,5,0,6,6,3,1,0,0,1,0,111,111,111,left,1,0.5925055999996403,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
2,4,1,3,0,5,4,6,6,5,5,0,0,1,0,1,0,112,112,112,left,1,0.6008294000002934,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
5,3,1,0,2,4,4,5,6,0,3,5,1,0,0,1,0,113,113,113,left,1,0.6789871000000858,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
1,2,0,5,3,4,4,0,3,5,0,6,1,0,1,1,0,114,114,114,up,1,1.3417713000008007,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,4,2,5,3,1,4,6,5,6,5,0,1,0,0,1,0,115,115,115,left,1,1.1206557999994402,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
3,5,4,1,2,0,4,5,6,0,3,3,1,1,1,1,0,116,116,116,up,1,0.8398723999998765,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,5,2,1,3,4,4,3,6,6,0,3,0,1,0,1,0,117,117,117,left,1,1.2173437999999805,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
5,2,3,0,1,4,4,6,5,0,6,3,1,1,1,1,0,118,118,118,up,1,0.5972860000001674,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
5,0,4,2,3,1,4,6,5,6,3,0,1,0,1,1,0,119,119,119,up,1,0.5680101999996623,space,1.4438723000002938,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,2,5,1,0,3,4,3,5,0,5,6,1,1,1,1,0,120,120,120,up,1,1.029963100000714,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,0,1,3,2,5,4,3,0,6,3,0,1,1,0,1,0,121,121,121,left,1,0.9841427000001204,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
2,3,4,0,5,1,4,3,5,6,6,3,1,1,1,1,0,122,122,122,up,1,0.6457473000000391,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,2,3,1,5,4,4,3,5,3,6,0,0,1,1,1,0,123,123,123,up,1,0.6231091999998171,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
4,3,2,1,5,0,4,3,6,6,0,5,1,1,0,1,0,124,124,124,up,0,0.6529313000000911,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
0,4,5,2,3,1,4,3,3,6,5,5,1,0,1,1,0,125,125,125,up,1,0.5777526000001671,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
1,0,3,4,2,5,4,6,3,6,3,5,0,1,0,1,0,126,126,126,left,1,1.731027300000278,None,,,,pil_001,002,0.9,1.0,2023-03-22_12h52.27.619,stress,2023.1.0,59.883502633903866,
