pos1,pos2,pos3,pos4,pos5,pos6,shape1,shape2,shape3,shape4,shape5,shape6,singleton,target_color,target_orientation,cue_validity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,search_response.keys,search_response.corr,search_response.rt,key_block.keys,key_block.rt,end_key.keys,end_key.rt,participant,session,distractor_prevalence,validity,date,expName,psychopyVersion,frameRate,
0,1,5,2,3,4,4,3,0,6,6,3,0,0,0,1,0,0,0,0,left,1,0.8028604999999516,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
2,5,0,1,4,3,4,3,0,0,5,5,0,1,1,1,0,1,1,1,up,1,1.415536799999245,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
1,5,3,0,4,2,4,0,5,6,0,6,0,0,0,1,0,2,2,2,left,1,0.8874764000011055,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
0,2,1,4,5,3,4,3,5,6,6,0,0,0,0,1,0,3,3,3,left,1,0.81918769999902,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
2,0,1,3,5,4,4,0,0,6,3,3,1,0,0,1,0,4,4,4,left,1,0.9559623000004649,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
2,5,3,0,1,4,4,0,0,6,6,5,1,1,1,1,0,5,5,5,up,1,0.8539887999995699,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
1,0,2,4,3,5,4,5,3,6,0,3,0,0,1,1,0,6,6,6,up,1,1.283076900001106,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
3,2,5,1,4,0,4,5,6,3,0,6,0,1,1,1,0,7,7,7,up,1,0.6536713000004966,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
3,2,0,4,5,1,4,6,5,6,3,0,0,0,1,1,0,8,8,8,up,1,0.7698888999984774,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
0,3,5,1,4,2,4,0,0,6,5,3,1,0,0,1,0,9,9,9,left,1,1.160325599999851,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
2,3,1,4,0,5,4,3,6,5,0,3,0,1,0,1,0,10,10,10,left,1,1.7968430000000808,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
0,2,5,4,3,1,4,3,6,5,3,6,0,1,1,1,0,11,11,11,up,1,0.6091292999990401,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
4,1,0,3,5,2,4,3,5,3,6,6,0,1,1,1,0,12,12,12,up,1,1.5265070000004926,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
1,0,5,3,2,4,4,6,5,0,0,3,1,0,1,1,0,13,13,13,up,1,1.0190248999988398,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
5,0,2,3,4,1,4,3,6,3,0,5,0,0,0,1,0,14,14,14,left,1,1.4404137000001356,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
2,5,4,1,3,0,4,3,0,5,6,3,0,1,0,1,0,15,15,15,left,1,1.6765546999995422,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
2,3,1,4,0,5,4,5,6,3,0,5,0,1,0,1,0,16,16,16,left,1,1.3214036999997916,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
2,0,5,1,3,4,4,3,5,6,5,0,0,1,1,1,0,17,17,17,up,1,1.4535875000001397,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
3,4,1,2,0,5,4,6,3,5,0,6,1,0,0,1,0,18,18,18,left,1,0.8697587999995449,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
4,0,1,2,3,5,4,3,3,0,6,6,0,1,0,1,0,19,19,19,left,1,1.4749430000010761,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
0,3,5,4,1,2,4,0,5,0,3,5,1,1,0,1,0,20,20,20,left,1,1.958713699999862,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
2,5,1,0,4,3,4,3,6,3,5,0,1,0,1,1,0,21,21,21,up,1,4.5134259999995265,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
5,2,4,1,3,0,4,6,3,5,0,0,1,0,0,1,0,22,22,22,left,1,0.7493128999994951,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
2,4,0,3,1,5,4,5,5,3,0,6,0,1,1,1,0,23,23,23,up,1,1.2919328000007226,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
1,4,0,2,5,3,4,3,5,0,5,0,0,0,0,1,0,24,24,24,left,1,1.0977012000003015,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
0,3,2,4,5,1,4,5,0,3,0,3,0,1,0,1,0,25,25,25,left,1,1.249293499999112,None,,,,pil_002,002,0.5,1.0,2023-03-22_15h08.01.318,stress,2023.1.0,60.00650470530375,
